host_since,neighbourhood,city,accommodates,price
4/3/2017,Bourse,Paris,4,90
4/8/2014,Buttes-Montmartre,Paris,2,45
6/26/2015,Popincourt,Paris,2,42
11/2/2016,Popincourt,Paris,2,55
3/6/2016,Menilmontant,Paris,3,50
7/10/2017,Popincourt,Paris,2,45
11/14/2016,Batignolles-Monceau,Paris,5,150
7/26/2017,Buttes-Montmartre,Paris,2,65
6/20/2014,Reuilly,Paris,6,95
12/28/2014,Popincourt,Paris,2,49
1/17/2015,Elysee,Paris,4,54
11/20/2017,Menilmontant,Paris,4,52
3/28/2013,Reuilly,Paris,2,80
4/9/2018,Popincourt,Paris,2,107
1/19/2017,Enclos-St-Laurent,Paris,4,100
4/19/2015,Buttes-Montmartre,Paris,2,75
4/20/2014,Buttes-Montmartre,Paris,2,44
6/9/2014,Passy,Paris,2,60
6/28/2018,Buttes-Montmartre,Paris,4,166
1/20/2014,Passy,Paris,2,80
6/5/2017,Buttes-Montmartre,Paris,4,150
10/1/2015,Popincourt,Paris,2,86
6/22/2014,Gobelins,Paris,2,45
10/14/2014,Gobelins,Paris,5,120
3/1/2017,Passy,Paris,4,99
5/4/2014,Buttes-Montmartre,Paris,2,60
7/30/2013,Menilmontant,Paris,2,70
10/16/2014,Hotel-de-Ville,Paris,2,45
11/13/2014,Palais-Bourbon,Paris,6,390
4/22/2014,Enclos-St-Laurent,Paris,6,8000
7/22/2011,Popincourt,Paris,4,109
4/11/2019,Luxembourg,Paris,4,200
2/12/2015,Buttes-Montmartre,Paris,4,80
1/14/2013,Buttes-Montmartre,Paris,4,75
12/27/2013,Menilmontant,Paris,2,50
2/6/2014,Reuilly,Paris,3,70
6/6/2015,Vaugirard,Paris,2,100
2/11/2015,Buttes-Chaumont,Paris,1,35
12/5/2017,Palais-Bourbon,Paris,4,110
1/20/2020,Palais-Bourbon,Paris,4,65
1/5/2015,Bourse,Paris,2,58
5/2/2016,Popincourt,Paris,2,70
7/13/2015,Menilmontant,Paris,2,35
4/27/2012,Opera,Paris,2,50
5/7/2013,Palais-Bourbon,Paris,2,45
8/31/2012,Opera,Paris,6,280
6/29/2015,Popincourt,Paris,2,50
4/17/2016,Temple,Paris,2,65
8/1/2010,Buttes-Montmartre,Paris,4,150
5/14/2012,Popincourt,Paris,6,191
6/2/2012,Buttes-Montmartre,Paris,4,55
8/25/2012,Buttes-Chaumont,Paris,2,85
5/12/2013,Temple,Paris,4,86
2/21/2013,Temple,Paris,2,95
9/23/2013,Luxembourg,Paris,2,130
2/25/2013,Bourse,Paris,4,158
7/24/2014,Menilmontant,Paris,2,35
8/25/2013,Buttes-Montmartre,Paris,2,245
5/6/2012,Popincourt,Paris,6,150
7/8/2012,Buttes-Montmartre,Paris,4,49
7/14/2015,Buttes-Chaumont,Paris,3,90
3/31/2015,Observatoire,Paris,3,186
7/4/2016,Popincourt,Paris,1,35
8/2/2017,Gobelins,Paris,4,90
10/4/2017,Buttes-Montmartre,Paris,4,50
5/5/2015,Elysee,Paris,1,44
1/31/2016,Popincourt,Paris,2,40
2/24/2015,Bourse,Paris,2,57
5/24/2015,Menilmontant,Paris,2,35
8/5/2013,Buttes-Montmartre,Paris,2,31
5/5/2014,Menilmontant,Paris,4,60
4/4/2016,Buttes-Montmartre,Paris,2,32
2/22/2016,Menilmontant,Paris,3,50
5/5/2014,Palais-Bourbon,Paris,4,135
6/18/2017,Vaugirard,Paris,3,58
9/8/2019,Popincourt,Paris,2,65
7/17/2012,Menilmontant,Paris,2,93
11/23/2015,Popincourt,Paris,2,38
6/22/2013,Passy,Paris,2,85
7/15/2016,Menilmontant,Paris,2,35
12/4/2019,Observatoire,Paris,4,90
6/10/2013,Hotel-de-Ville,Paris,4,178
3/17/2011,Vaugirard,Paris,2,32
7/25/2015,Menilmontant,Paris,2,55
7/16/2013,Passy,Paris,3,240
8/12/2012,Luxembourg,Paris,2,79
11/23/2015,Gobelins,Paris,4,75
6/23/2014,Buttes-Montmartre,Paris,4,77
6/7/2012,Hotel-de-Ville,Paris,6,95
12/10/2012,Enclos-St-Laurent,Paris,2,50
2/5/2013,Bourse,Paris,6,110
4/27/2012,Observatoire,Paris,2,80
4/27/2013,Buttes-Montmartre,Paris,6,145
5/12/2013,Gobelins,Paris,4,69
9/2/2014,Pantheon,Paris,4,149
6/7/2012,Buttes-Montmartre,Paris,6,171
12/9/2013,Observatoire,Paris,4,81
5/14/2015,Louvre,Paris,2,70
3/7/2016,Popincourt,Paris,2,41
6/3/2015,Opera,Paris,3,62
10/21/2016,Enclos-St-Laurent,Paris,2,69
5/17/2016,Observatoire,Paris,10,700
3/5/2017,Menilmontant,Paris,4,50
3/18/2017,Vaugirard,Paris,6,145
11/1/2016,Vaugirard,Paris,2,65
7/10/2014,Buttes-Montmartre,Paris,2,48
11/11/2017,Enclos-St-Laurent,Paris,4,71
2/24/2015,Passy,Paris,2,110
7/25/2017,Pantheon,Paris,2,39
3/8/2015,Opera,Paris,2,60
7/30/2018,Temple,Paris,1,38
2/9/2018,Bourse,Paris,3,80
8/11/2015,Enclos-St-Laurent,Paris,4,87
4/28/2014,Buttes-Chaumont,Paris,2,45
11/22/2016,Buttes-Montmartre,Paris,4,75
2/16/2010,Bourse,Paris,2,65
1/13/2012,Temple,Paris,4,151
4/7/2012,Buttes-Montmartre,Paris,4,95
4/8/2012,Temple,Paris,4,120
4/21/2012,Menilmontant,Paris,4,80
5/5/2012,Buttes-Montmartre,Paris,4,80
5/14/2012,Reuilly,Paris,2,80
6/10/2012,Popincourt,Paris,3,78
4/10/2012,Opera,Paris,2,69
8/31/2012,Popincourt,Paris,2,59
4/30/2012,Buttes-Chaumont,Paris,2,38
9/24/2012,Passy,Paris,4,95
11/4/2012,Menilmontant,Paris,2,105
12/1/2012,Popincourt,Paris,5,109
1/11/2013,Enclos-St-Laurent,Paris,6,180
1/17/2013,Hotel-de-Ville,Paris,6,120
2/20/2013,Louvre,Paris,2,76
11/25/2012,Observatoire,Paris,2,79
2/25/2013,Bourse,Paris,4,158
4/13/2013,Buttes-Chaumont,Paris,2,50
7/31/2012,Passy,Paris,1,29
5/26/2013,Popincourt,Paris,2,95
6/3/2013,Bourse,Paris,4,81
6/4/2013,Enclos-St-Laurent,Paris,4,130
6/4/2013,Luxembourg,Paris,5,180
7/9/2013,Menilmontant,Paris,6,85
7/6/2013,Popincourt,Paris,2,45
7/24/2013,Reuilly,Paris,2,48
4/24/2013,Buttes-Chaumont,Paris,2,40
9/13/2013,Menilmontant,Paris,4,65
9/23/2013,Buttes-Chaumont,Paris,7,63
7/11/2013,Menilmontant,Paris,2,24
12/18/2013,Buttes-Chaumont,Paris,2,39
1/3/2014,Louvre,Paris,6,190
2/28/2013,Observatoire,Paris,2,55
2/6/2014,Temple,Paris,4,100
6/18/2013,Enclos-St-Laurent,Paris,2,85
4/14/2014,Gobelins,Paris,2,69
5/31/2014,Pantheon,Paris,1,35
6/22/2014,Reuilly,Paris,4,65
8/20/2014,Batignolles-Monceau,Paris,3,112
6/2/2014,Reuilly,Paris,2,45
11/27/2013,Popincourt,Paris,5,100
11/22/2014,Opera,Paris,4,59
12/9/2013,Palais-Bourbon,Paris,4,390
11/12/2013,Luxembourg,Paris,5,160
11/14/2012,Enclos-St-Laurent,Paris,2,77
7/30/2012,Popincourt,Paris,4,239
2/21/2015,Temple,Paris,2,50
6/29/2015,Menilmontant,Paris,6,100
7/4/2015,Hotel-de-Ville,Paris,4,73
7/11/2015,Enclos-St-Laurent,Paris,3,44
7/15/2015,Menilmontant,Paris,1,42
7/16/2013,Popincourt,Paris,2,69
8/20/2015,Buttes-Chaumont,Paris,3,88
2/23/2013,Opera,Paris,2,50
6/4/2015,Vaugirard,Paris,3,72
9/15/2013,Vaugirard,Paris,2,89
5/19/2013,Enclos-St-Laurent,Paris,8,220
12/26/2015,Menilmontant,Paris,4,58
3/9/2016,Buttes-Montmartre,Paris,3,100
2/8/2017,Observatoire,Paris,2,45
7/12/2014,Gobelins,Paris,4,139
6/16/2017,Batignolles-Monceau,Paris,4,228
7/5/2013,Popincourt,Paris,6,100
7/11/2012,Bourse,Paris,4,60
8/12/2014,Menilmontant,Paris,2,46
12/13/2016,Buttes-Chaumont,Paris,4,125
1/6/2017,Temple,Paris,2,100
1/25/2018,Batignolles-Monceau,Paris,6,100
2/28/2015,Enclos-St-Laurent,Paris,3,164
3/29/2018,Menilmontant,Paris,2,48
4/13/2016,Buttes-Chaumont,Paris,9,162
5/9/2015,Vaugirard,Paris,2,56
2/15/2015,Enclos-St-Laurent,Paris,6,140
5/5/2018,Buttes-Montmartre,Paris,2,100
8/18/2017,Buttes-Chaumont,Paris,2,55
7/14/2018,Pantheon,Paris,4,54
10/13/2017,Buttes-Chaumont,Paris,2,110
10/12/2011,Luxembourg,Paris,3,82
10/21/2012,Buttes-Montmartre,Paris,4,100
11/26/2018,Batignolles-Monceau,Paris,4,100
1/14/2014,Elysee,Paris,6,299
1/2/2019,Buttes-Montmartre,Paris,5,49
5/6/2015,Buttes-Chaumont,Paris,3,69
5/14/2012,Buttes-Chaumont,Paris,2,50
8/20/2018,Elysee,Paris,3,116
7/16/2013,Popincourt,Paris,2,80
2/3/2015,Popincourt,Paris,2,90
9/22/2013,Menilmontant,Paris,2,49
9/6/2018,Popincourt,Paris,1,41
1/8/2017,Buttes-Montmartre,Paris,2,52
2/25/2013,Gobelins,Paris,6,180
7/17/2011,Buttes-Montmartre,Paris,2,80
8/24/2011,Buttes-Montmartre,Paris,5,100
10/25/2011,Buttes-Montmartre,Paris,4,180
4/2/2013,Batignolles-Monceau,Paris,4,75
4/30/2013,Buttes-Montmartre,Paris,3,70
6/17/2014,Batignolles-Monceau,Paris,3,45
6/21/2013,Batignolles-Monceau,Paris,2,56
6/16/2015,Buttes-Montmartre,Paris,4,95
8/11/2015,Buttes-Montmartre,Paris,2,65
2/7/2016,Enclos-St-Laurent,Paris,5,200
9/11/2017,Buttes-Montmartre,Paris,2,48
6/25/2012,Buttes-Montmartre,Paris,2,55
3/9/2015,Menilmontant,Paris,4,65
1/29/2014,Buttes-Chaumont,Paris,4,115
8/12/2014,Buttes-Montmartre,Paris,2,34
6/24/2015,Buttes-Chaumont,Paris,4,80
5/31/2012,Popincourt,Paris,4,100
7/26/2012,Menilmontant,Paris,2,70
11/14/2012,Menilmontant,Paris,5,110
12/8/2012,Popincourt,Paris,4,107
7/29/2013,Gobelins,Paris,4,110
2/27/2013,Menilmontant,Paris,2,95
8/18/2014,Enclos-St-Laurent,Paris,2,90
7/16/2015,Buttes-Montmartre,Paris,2,52
9/26/2013,Buttes-Chaumont,Paris,2,70
3/21/2016,Enclos-St-Laurent,Paris,2,68
7/17/2016,Buttes-Montmartre,Paris,2,45
5/18/2016,Reuilly,Paris,2,63
11/13/2013,Menilmontant,Paris,2,45
9/27/2012,Buttes-Montmartre,Paris,6,180
3/1/2018,Observatoire,Paris,4,39
7/27/2017,Popincourt,Paris,2,62
7/20/2014,Buttes-Montmartre,Paris,4,50
3/25/2013,Opera,Paris,2,100
5/4/2016,Enclos-St-Laurent,Paris,2,86
10/26/2016,Menilmontant,Paris,2,30
6/7/2011,Menilmontant,Paris,2,40
6/24/2011,Enclos-St-Laurent,Paris,4,65
3/19/2014,Menilmontant,Paris,2,38
9/25/2014,Observatoire,Paris,2,75
6/7/2011,Buttes-Chaumont,Paris,4,79
12/25/2014,Vaugirard,Paris,5,150
2/9/2013,Buttes-Chaumont,Paris,4,89
12/20/2013,Menilmontant,Paris,2,45
7/13/2011,Menilmontant,Paris,2,130
7/18/2013,Buttes-Chaumont,Paris,2,50
5/12/2014,Buttes-Chaumont,Paris,2,55
7/23/2014,Menilmontant,Paris,4,79
8/5/2017,Batignolles-Monceau,Paris,1,33
6/7/2016,Buttes-Chaumont,Paris,2,41
5/26/2018,Bourse,Paris,2,53
10/14/2018,Reuilly,Paris,4,110
8/13/2015,Buttes-Chaumont,Paris,2,38
1/17/2013,Buttes-Montmartre,Paris,2,45
7/10/2013,Buttes-Montmartre,Paris,2,60
9/4/2014,Buttes-Montmartre,Paris,2,100
11/15/2014,Buttes-Montmartre,Paris,2,57
6/27/2011,Buttes-Montmartre,Paris,2,55
8/19/2011,Buttes-Montmartre,Paris,3,60
12/16/2011,Gobelins,Paris,4,80
6/11/2012,Popincourt,Paris,5,290
3/2/2012,Popincourt,Paris,2,56
8/19/2012,Menilmontant,Paris,4,98
9/5/2012,Gobelins,Paris,2,45
9/16/2012,Menilmontant,Paris,2,55
1/14/2013,Menilmontant,Paris,4,140
2/23/2013,Buttes-Montmartre,Paris,2,56
4/12/2013,Enclos-St-Laurent,Paris,2,55
2/4/2013,Buttes-Chaumont,Paris,6,147
7/8/2013,Menilmontant,Paris,2,55
6/21/2013,Popincourt,Paris,2,70
7/16/2013,Menilmontant,Paris,2,47
7/20/2013,Popincourt,Paris,5,210
3/23/2013,Menilmontant,Paris,2,45
9/26/2013,Buttes-Montmartre,Paris,6,150
10/17/2013,Menilmontant,Paris,6,166
11/1/2013,Batignolles-Monceau,Paris,2,75
11/5/2013,Buttes-Montmartre,Paris,2,50
12/9/2013,Enclos-St-Laurent,Paris,3,86
4/13/2013,Menilmontant,Paris,4,80
12/29/2013,Observatoire,Paris,2,59
7/7/2013,Observatoire,Paris,2,70
3/21/2014,Buttes-Montmartre,Paris,2,65
3/31/2014,Buttes-Chaumont,Paris,2,68
4/1/2014,Opera,Paris,5,250
5/1/2014,Observatoire,Paris,3,100
5/29/2014,Menilmontant,Paris,2,58
6/25/2014,Gobelins,Paris,2,110
9/25/2013,Batignolles-Monceau,Paris,2,94
7/10/2014,Buttes-Montmartre,Paris,2,50
5/12/2014,Menilmontant,Paris,2,65
12/9/2012,Enclos-St-Laurent,Paris,5,120
11/6/2014,Buttes-Montmartre,Paris,2,64
11/25/2014,Enclos-St-Laurent,Paris,8,223
1/2/2015,Vaugirard,Paris,2,53
1/6/2015,Buttes-Montmartre,Paris,5,140
2/23/2014,Opera,Paris,6,113
4/13/2014,Luxembourg,Paris,2,140
8/10/2013,Buttes-Montmartre,Paris,2,80
5/10/2015,Buttes-Chaumont,Paris,6,199
5/21/2015,Batignolles-Monceau,Paris,2,50
7/20/2014,Menilmontant,Paris,3,46
6/8/2015,Enclos-St-Laurent,Paris,4,80
6/14/2015,Menilmontant,Paris,2,40
2/9/2014,Enclos-St-Laurent,Paris,2,60
8/26/2015,Enclos-St-Laurent,Paris,4,70
7/27/2013,Enclos-St-Laurent,Paris,2,95
11/21/2015,Popincourt,Paris,2,45
1/19/2016,Menilmontant,Paris,2,52
7/15/2013,Buttes-Montmartre,Paris,2,50
10/19/2011,Reuilly,Paris,2,60
3/24/2014,Menilmontant,Paris,2,75
12/29/2014,Buttes-Montmartre,Paris,4,65
6/13/2014,Buttes-Montmartre,Paris,2,39
2/9/2016,Buttes-Montmartre,Paris,2,42
6/30/2014,Menilmontant,Paris,6,90
7/17/2013,Reuilly,Paris,2,75
5/24/2015,Buttes-Chaumont,Paris,6,195
3/20/2013,Batignolles-Monceau,Paris,1,49
9/12/2013,Popincourt,Paris,2,110
2/2/2014,Buttes-Chaumont,Paris,4,130
2/9/2014,Buttes-Chaumont,Paris,5,80
4/10/2013,Enclos-St-Laurent,Paris,2,85
10/14/2015,Buttes-Chaumont,Paris,2,49
7/24/2011,Reuilly,Paris,2,55
1/17/2012,Popincourt,Paris,2,86
5/15/2017,Gobelins,Paris,7,276
9/8/2014,Buttes-Montmartre,Paris,4,50
5/29/2017,Gobelins,Paris,6,230
12/8/2012,Buttes-Chaumont,Paris,6,90
5/20/2017,Enclos-St-Laurent,Paris,2,60
8/10/2014,Luxembourg,Paris,2,60
7/21/2015,Gobelins,Paris,2,80
10/29/2014,Vaugirard,Paris,2,80
6/23/2013,Menilmontant,Paris,4,85
2/12/2013,Menilmontant,Paris,2,64
10/30/2017,Enclos-St-Laurent,Paris,2,59
2/25/2014,Popincourt,Paris,3,70
12/21/2014,Buttes-Chaumont,Paris,4,55
2/18/2018,Buttes-Chaumont,Paris,2,55
7/7/2014,Buttes-Montmartre,Paris,3,83
3/20/2014,Buttes-Chaumont,Paris,2,40
3/27/2018,Buttes-Chaumont,Paris,2,63
3/21/2015,Passy,Paris,3,129
4/11/2014,Buttes-Chaumont,Paris,3,70
8/12/2013,Menilmontant,Paris,4,80
6/7/2018,Buttes-Montmartre,Paris,2,39
6/20/2014,Buttes-Montmartre,Paris,2,55
1/23/2014,Buttes-Montmartre,Paris,2,75
10/11/2014,Observatoire,Paris,3,61
5/4/2018,Buttes-Montmartre,Paris,2,45
4/15/2014,Buttes-Montmartre,Paris,3,53
7/7/2015,Buttes-Chaumont,Paris,2,79
7/2/2013,Popincourt,Paris,2,53
11/29/2018,Buttes-Montmartre,Paris,3,68
4/4/2015,Buttes-Montmartre,Paris,2,44
2/12/2016,Buttes-Montmartre,Paris,2,59
2/15/2014,Batignolles-Monceau,Paris,8,230
10/4/2013,Buttes-Montmartre,Paris,2,60
8/27/2014,Vaugirard,Paris,4,115
6/16/2013,Popincourt,Paris,5,115
6/17/2010,Popincourt,Paris,5,149
4/23/2019,Enclos-St-Laurent,Paris,4,105
1/9/2012,Observatoire,Paris,2,53
5/10/2016,Menilmontant,Paris,2,60
11/1/2013,Gobelins,Paris,4,97
6/1/2014,Buttes-Chaumont,Paris,3,80
4/27/2015,Buttes-Montmartre,Paris,2,40
3/27/2016,Popincourt,Paris,2,35
3/5/2014,Popincourt,Paris,2,85
10/22/2011,Popincourt,Paris,3,59
1/18/2013,Luxembourg,Paris,4,160
11/4/2012,Menilmontant,Paris,4,60
6/6/2014,Buttes-Chaumont,Paris,2,51
5/16/2012,Enclos-St-Laurent,Paris,8,225
9/9/2016,Buttes-Montmartre,Paris,2,70
1/31/2017,Vaugirard,Paris,2,42
2/11/2014,Buttes-Chaumont,Paris,4,150
4/7/2015,Menilmontant,Paris,2,55
4/11/2019,Enclos-St-Laurent,Paris,3,95
8/8/2013,Hotel-de-Ville,Paris,6,640
7/15/2015,Gobelins,Paris,4,54
6/8/2016,Passy,Paris,2,45
10/6/2013,Batignolles-Monceau,Paris,6,180
9/5/2017,Batignolles-Monceau,Paris,5,110
4/10/2015,Buttes-Chaumont,Paris,2,65
12/28/2014,Buttes-Chaumont,Paris,2,69
10/19/2015,Popincourt,Paris,3,149
4/27/2019,Bourse,Paris,2,55
8/16/2016,Vaugirard,Paris,2,60
7/16/2012,Menilmontant,Paris,2,50
4/28/2016,Bourse,Paris,6,260
10/28/2016,Popincourt,Paris,7,120
11/2/2017,Pantheon,Paris,2,49
1/31/2012,Buttes-Montmartre,Paris,8,250
7/28/2012,Buttes-Montmartre,Paris,7,98
9/2/2012,Pantheon,Paris,3,74
7/12/2012,Popincourt,Paris,4,143
12/6/2012,Buttes-Chaumont,Paris,4,100
5/11/2012,Pantheon,Paris,4,111
5/23/2013,Enclos-St-Laurent,Paris,5,115
7/16/2013,Temple,Paris,5,489
10/3/2013,Hotel-de-Ville,Paris,4,130
10/20/2013,Enclos-St-Laurent,Paris,6,111
11/4/2013,Observatoire,Paris,7,72
6/22/2013,Temple,Paris,5,350
12/29/2013,Batignolles-Monceau,Paris,3,75
1/4/2014,Pantheon,Paris,3,55
2/2/2014,Reuilly,Paris,9,290
2/12/2014,Gobelins,Paris,5,254
2/26/2014,Bourse,Paris,5,149
3/5/2014,Popincourt,Paris,2,85
3/16/2014,Popincourt,Paris,4,59
1/22/2014,Popincourt,Paris,7,200
4/4/2014,Louvre,Paris,8,400
11/30/2012,Popincourt,Paris,4,130
4/12/2013,Pantheon,Paris,6,180
7/25/2013,Enclos-St-Laurent,Paris,3,81
7/2/2013,Opera,Paris,6,240
1/20/2015,Vaugirard,Paris,4,115
8/13/2014,Opera,Paris,4,200
3/20/2015,Batignolles-Monceau,Paris,13,350
4/8/2015,Gobelins,Paris,3,99
4/13/2015,Opera,Paris,6,142
5/2/2014,Reuilly,Paris,5,90
1/4/2013,Palais-Bourbon,Paris,5,295
4/1/2014,Passy,Paris,2,57
9/6/2013,Temple,Paris,4,95
6/15/2015,Menilmontant,Paris,4,100
8/6/2015,Luxembourg,Paris,2,43
4/8/2014,Reuilly,Paris,2,60
9/6/2015,Buttes-Chaumont,Paris,2,50
11/1/2015,Opera,Paris,4,120
11/11/2015,Hotel-de-Ville,Paris,4,55
11/25/2015,Buttes-Montmartre,Paris,2,70
4/15/2013,Popincourt,Paris,2,48
7/10/2015,Enclos-St-Laurent,Paris,1,42
7/5/2013,Luxembourg,Paris,3,180
5/31/2016,Batignolles-Monceau,Paris,4,350
1/29/2012,Popincourt,Paris,2,70
7/27/2016,Pantheon,Paris,2,49
4/29/2015,Buttes-Chaumont,Paris,2,34
5/26/2014,Passy,Paris,4,39
1/21/2015,Passy,Paris,5,300
3/14/2014,Passy,Paris,1,40
1/2/2014,Buttes-Montmartre,Paris,7,100
6/26/2013,Enclos-St-Laurent,Paris,2,65
3/16/2012,Enclos-St-Laurent,Paris,6,130
1/27/2014,Popincourt,Paris,2,69
5/29/2013,Buttes-Montmartre,Paris,3,117
7/21/2016,Buttes-Montmartre,Paris,2,57
2/5/2015,Popincourt,Paris,1,33
2/25/2015,Menilmontant,Paris,3,55
12/6/2012,Reuilly,Paris,2,72
6/7/2018,Temple,Paris,1,43
6/15/2018,Pantheon,Paris,2,40
2/9/2015,Popincourt,Paris,2,50
4/30/2016,Hotel-de-Ville,Paris,2,99
8/11/2014,Buttes-Montmartre,Paris,2,80
4/19/2015,Batignolles-Monceau,Paris,4,220
8/30/2013,Batignolles-Monceau,Paris,2,89
3/30/2017,Buttes-Montmartre,Paris,2,50
1/30/2016,Pantheon,Paris,2,97
10/20/2016,Menilmontant,Paris,2,70
12/15/2011,Bourse,Paris,2,45
8/5/2016,Enclos-St-Laurent,Paris,2,35
6/21/2013,Popincourt,Paris,3,95
11/24/2020,Popincourt,Paris,2,48
8/26/2011,Pantheon,Paris,6,160
8/15/2011,Enclos-St-Laurent,Paris,5,125
9/13/2011,Buttes-Chaumont,Paris,2,85
5/23/2012,Opera,Paris,5,320
6/28/2012,Hotel-de-Ville,Paris,5,140
6/27/2011,Vaugirard,Paris,3,240
12/11/2012,Reuilly,Paris,6,160
12/27/2012,Luxembourg,Paris,5,260
3/10/2013,Temple,Paris,4,335
4/14/2012,Elysee,Paris,5,120
11/27/2013,Passy,Paris,2,70
1/24/2014,Enclos-St-Laurent,Paris,4,180
4/23/2014,Observatoire,Paris,3,302
2/3/2014,Palais-Bourbon,Paris,4,525
9/25/2014,Enclos-St-Laurent,Paris,4,151
10/16/2014,Bourse,Paris,4,200
2/12/2015,Opera,Paris,6,250
3/16/2015,Passy,Paris,4,249
5/5/2013,Passy,Paris,4,250
10/23/2015,Palais-Bourbon,Paris,6,300
4/25/2016,Reuilly,Paris,2,50
7/6/2015,Buttes-Montmartre,Paris,2,60
7/28/2015,Menilmontant,Paris,2,80
6/1/2015,Buttes-Chaumont,Paris,4,153
4/24/2017,Batignolles-Monceau,Paris,2,68
3/29/2012,Bourse,Paris,3,100
12/5/2017,Observatoire,Paris,2,60
12/13/2017,Passy,Paris,2,42
1/24/2018,Passy,Paris,2,95
12/16/2015,Popincourt,Paris,2,29
12/7/2014,Batignolles-Monceau,Paris,5,170
1/4/2016,Passy,Paris,6,350
6/4/2014,Batignolles-Monceau,Paris,8,220
1/11/2019,Elysee,Paris,4,190
5/8/2019,Temple,Paris,1,120
10/13/2013,Popincourt,Paris,4,120
9/18/2011,Pantheon,Paris,4,250
3/9/2016,Gobelins,Paris,4,190
1/15/2019,Passy,Paris,2,82
7/5/2018,Observatoire,Paris,5,190
1/5/2017,Vaugirard,Paris,2,61
1/6/2017,Temple,Paris,2,65
1/20/2015,Luxembourg,Paris,4,400
2/20/2015,Opera,Paris,8,250
5/30/2014,Popincourt,Paris,2,98
9/4/2015,Palais-Bourbon,Paris,6,93
9/3/2014,Louvre,Paris,2,43
1/26/2017,Louvre,Paris,2,55
7/23/2014,Vaugirard,Paris,4,90
4/28/2016,Bourse,Paris,6,277
3/22/2018,Hotel-de-Ville,Paris,2,75
6/11/2018,Passy,Paris,6,300
12/15/2018,Buttes-Montmartre,Paris,2,65
12/22/2018,Bourse,Paris,2,55
7/9/2017,Buttes-Chaumont,Paris,3,54
8/5/2016,Louvre,Paris,4,95
7/29/2017,Reuilly,Paris,6,250
8/12/2016,Buttes-Chaumont,Paris,4,50
7/14/2010,Gobelins,Paris,4,80
7/21/2010,Popincourt,Paris,5,85
1/24/2011,Gobelins,Paris,4,80
11/16/2011,Elysee,Paris,9,600
9/5/2012,Batignolles-Monceau,Paris,7,350
10/21/2012,Menilmontant,Paris,3,44
11/30/2012,Popincourt,Paris,4,160
1/17/2013,Temple,Paris,8,300
7/25/2012,Buttes-Montmartre,Paris,4,130
5/21/2013,Temple,Paris,8,350
6/12/2013,Buttes-Montmartre,Paris,5,100
6/12/2013,Passy,Paris,5,220
2/3/2013,Elysee,Paris,3,145
7/8/2013,Buttes-Montmartre,Paris,3,53
5/24/2013,Batignolles-Monceau,Paris,4,150
10/3/2013,Popincourt,Paris,6,110
11/15/2013,Enclos-St-Laurent,Paris,4,130
7/16/2011,Opera,Paris,4,120
2/18/2014,Observatoire,Paris,5,130
2/5/2013,Enclos-St-Laurent,Paris,6,290
3/8/2014,Popincourt,Paris,5,260
2/20/2012,Menilmontant,Paris,4,96
1/25/2013,Enclos-St-Laurent,Paris,5,140
7/5/2013,Bourse,Paris,2,70
4/20/2014,Enclos-St-Laurent,Paris,4,130
5/4/2014,Opera,Paris,4,140
3/11/2013,Louvre,Paris,7,359
6/9/2014,Bourse,Paris,4,250
6/18/2014,Temple,Paris,4,98
7/25/2010,Enclos-St-Laurent,Paris,4,109
5/27/2013,Temple,Paris,2,65
4/15/2013,Popincourt,Paris,4,160
2/3/2015,Pantheon,Paris,5,260
2/11/2015,Pantheon,Paris,2,53
2/5/2013,Buttes-Montmartre,Paris,2,72
4/27/2012,Vaugirard,Paris,4,189
3/9/2015,Enclos-St-Laurent,Paris,5,600
7/12/2011,Buttes-Chaumont,Paris,2,49
12/6/2014,Hotel-de-Ville,Paris,4,95
7/24/2015,Reuilly,Paris,4,126
8/5/2015,Hotel-de-Ville,Paris,4,150
8/3/2015,Vaugirard,Paris,2,99
5/25/2015,Observatoire,Paris,2,55
7/5/2015,Batignolles-Monceau,Paris,2,129
1/14/2016,Luxembourg,Paris,4,290
1/28/2016,Menilmontant,Paris,1,65
4/17/2014,Buttes-Montmartre,Paris,2,75
2/15/2016,Popincourt,Paris,4,51
3/18/2016,Louvre,Paris,2,90
3/23/2016,Menilmontant,Paris,4,303
4/1/2016,Buttes-Montmartre,Paris,2,55
1/28/2013,Buttes-Montmartre,Paris,4,102
4/13/2016,Enclos-St-Laurent,Paris,2,22
4/30/2016,Observatoire,Paris,2,70
9/1/2015,Bourse,Paris,4,250
2/25/2014,Temple,Paris,2,74
2/21/2015,Buttes-Montmartre,Paris,2,50
9/7/2016,Vaugirard,Paris,3,85
11/13/2016,Observatoire,Paris,4,169
8/22/2015,Pantheon,Paris,2,72
4/25/2016,Vaugirard,Paris,2,78
4/4/2016,Opera,Paris,2,120
9/3/2012,Temple,Paris,7,495
8/8/2013,Enclos-St-Laurent,Paris,4,155
11/10/2013,Popincourt,Paris,2,55
3/17/2016,Menilmontant,Paris,5,100
3/31/2017,Passy,Paris,4,110
5/13/2012,Buttes-Chaumont,Paris,3,150
7/4/2013,Reuilly,Paris,1,41
5/20/2017,Buttes-Montmartre,Paris,2,70
3/19/2015,Opera,Paris,4,120
6/11/2013,Bourse,Paris,11,620
6/12/2017,Elysee,Paris,4,180
7/16/2014,Buttes-Chaumont,Paris,2,50
